Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_CHECKLIST,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,project_name,ReleaseDate,sample_acc,Sample Name,sample_name,sequencing_method,SRA_accession,SRA Study,title,Run
ERR688386,31360,WGS,89,75240388,PRJEB7774,SAMEA3136664,70868946,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633387,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022068-36,SINGLE,other,METAGENOMIC,75,67,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608515,SAMEA3136664,ERS608515,Illumina,ERS608515,ERP008729,Stool sample from controls,ERR688386
ERR688388,31379,WGS,88,88928075,PRJEB7774,SAMEA3136656,86582272,BGI,2013,public,"sra,fastq","ncbi,ena,gs,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633389,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022061-17,SINGLE,other,METAGENOMIC,88,82,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608507,SAMEA3136656,ERS608507,Illumina,ERS608507,ERP008729,Stool sample from controls,ERR688388
ERR688389,31398,WGS,85,63041989,PRJEB7774,SAMEA3136680,64262451,BGI,2013,public,"sra,fastq","ncbi,s3,ena,gs","ena,s3.us-east-1,gs.US,ncbi.public",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633390,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021670-25,SINGLE,other,METAGENOMIC,63,61,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608531,SAMEA3136680,ERS608531,Illumina,ERS608531,ERP008729,Stool sample from advanced adenoma,ERR688389
ERR688390,31416,WGS,89,66770115,PRJEB7774,SAMEA3136650,65889497,BGI,2013,public,"fastq,sra","gs,ncbi,s3,ena","gs.US,ena,s3.us-east-1,ncbi.public",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633391,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022055-140,SINGLE,other,METAGENOMIC,66,62,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608501,SAMEA3136650,ERS608501,Illumina,ERS608501,ERP008729,Stool sample from controls,ERR688390
ERR688391,31424,WGS,82,132753715,PRJEB7774,SAMEA3136691,135055608,BGI,2013,public,"fastq,sra","ena,ncbi,gs,s3","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633392,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021925-43,SINGLE,other,METAGENOMIC,132,128,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608542,SAMEA3136691,ERS608542,Illumina,ERS608542,ERP008729,Stool sample from advanced adenoma,ERR688391
ERR688392,31428,WGS,84,129159987,PRJEB7774,SAMEA3136626,132334405,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633393,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021957-33,SINGLE,other,METAGENOMIC,129,126,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608477,SAMEA3136626,ERS608477,Illumina,ERS608477,ERP008729,Stool sample from controls,ERR688392
ERR688393,31431,WGS,86,61378912,PRJEB7774,SAMEA3136713,60612277,BGI,2013,public,"fastq,sra","ncbi,s3,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633394,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021946-166,SINGLE,other,METAGENOMIC,61,57,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608564,SAMEA3136713,ERS608564,Illumina,ERS608564,ERP008729,Stool sample from advanced adenoma,ERR688393
ERR688394,31446,WGS,84,99733950,PRJEB7774,SAMEA3136724,102989264,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633395,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021629-16,SINGLE,other,METAGENOMIC,99,98,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608575,SAMEA3136724,ERS608575,Illumina,ERS608575,ERP008729,Stool sample from carcinoma,ERR688394
ERR688395,31449,WGS,87,90613327,PRJEB7774,SAMEA3136706,86240714,BGI,2013,public,"sra,fastq","gs,ncbi,ena,s3","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633396,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021940-123,SINGLE,other,METAGENOMIC,90,82,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608557,SAMEA3136706,ERS608557,Illumina,ERS608557,ERP008729,Stool sample from advanced adenoma,ERR688395
ERR688396,31450,WGS,81,64894590,PRJEB7774,SAMEA3136668,69465478,BGI,2013,public,"fastq,sra","gs,ncbi,s3,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633397,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021674-45,SINGLE,other,METAGENOMIC,64,66,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608519,SAMEA3136668,ERS608519,Illumina,ERS608519,ERP008729,Stool sample from controls,ERR688396
ERR688397,31452,WGS,85,114792001,PRJEB7774,SAMEA3136645,114629591,BGI,2013,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633398,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022050-111,SINGLE,other,METAGENOMIC,114,109,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608496,SAMEA3136645,ERS608496,Illumina,ERS608496,ERP008729,Stool sample from controls,ERR688397
ERR688398,31455,WGS,85,56581425,PRJEB7774,SAMEA3136689,57489378,BGI,2013,public,"sra,fastq","gs,ncbi,ena,s3","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633399,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021725-37,SINGLE,other,METAGENOMIC,56,54,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608540,SAMEA3136689,ERS608540,Illumina,ERS608540,ERP008729,Stool sample from advanced adenoma,ERR688398
ERR688399,31477,WGS,85,72302389,PRJEB7774,SAMEA3136685,70144481,BGI,2013,public,"sra,fastq","ncbi,gs,s3,ena","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633400,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022080-95,SINGLE,other,METAGENOMIC,72,66,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608536,SAMEA3136685,ERS608536,Illumina,ERS608536,ERP008729,Stool sample from advanced adenoma,ERR688399
ERR688400,31489,WGS,82,62154882,PRJEB7774,SAMEA3136755,66167261,BGI,2013,public,"fastq,sra","s3,ena,gs,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633401,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021694-136,SINGLE,other,METAGENOMIC,62,63,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608606,SAMEA3136755,ERS608606,Illumina,ERS608606,ERP008729,Stool sample from carcinoma,ERR688400
ERR688401,31493,WGS,85,106634745,PRJEB7774,SAMEA3136766,106390795,BGI,2013,public,"sra,fastq","s3,ena,gs,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633402,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021643-87,SINGLE,other,METAGENOMIC,106,101,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608617,SAMEA3136766,ERS608617,Illumina,ERS608617,ERP008729,Stool sample from carcinoma,ERR688401
ERR688402,31501,WGS,86,127693020,PRJEB7774,SAMEA3136692,126403184,BGI,2013,public,"fastq,sra","ena,s3,gs,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633403,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021927-47,SINGLE,other,METAGENOMIC,127,120,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608543,SAMEA3136692,ERS608543,Illumina,ERS608543,ERP008729,Stool sample from advanced adenoma,ERR688402
ERR688403,31512,WGS,89,82884969,PRJEB7774,SAMEA3136662,77976773,BGI,2013,public,"fastq,sra","s3,ena,gs,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633404,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022066-32,SINGLE,other,METAGENOMIC,82,74,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608513,SAMEA3136662,ERS608513,Illumina,ERS608513,ERP008729,Stool sample from controls,ERR688403
ERR688404,31519,WGS,89,106487278,PRJEB7774,SAMEA3136667,101845468,BGI,2013,public,"fastq,sra","ena,ncbi,s3,gs","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633405,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022071-43,SINGLE,other,METAGENOMIC,106,97,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608518,SAMEA3136667,ERS608518,Illumina,ERS608518,ERP008729,Stool sample from controls,ERR688404
ERR688405,31537,WGS,78,127033087,PRJEB7774,SAMEA3136624,136384906,BGI,2013,public,"sra,fastq","gs,ncbi,ena,s3","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633406,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021956-27,SINGLE,other,METAGENOMIC,127,130,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608475,SAMEA3136624,ERS608475,Illumina,ERS608475,ERP008729,Stool sample from controls,ERR688405
ERR688406,31549,WGS,84,82321092,PRJEB7774,SAMEA3136728,83452804,BGI,2013,public,"fastq,sra","ncbi,ena,gs,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633407,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021663-23,SINGLE,other,METAGENOMIC,82,79,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608579,SAMEA3136728,ERS608579,Illumina,ERS608579,ERP008729,Stool sample from carcinoma,ERR688406
ERR688407,31557,WGS,89,109094910,PRJEB7774,SAMEA3136635,105193072,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633408,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021966-87,SINGLE,other,METAGENOMIC,109,100,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608486,SAMEA3136635,ERS608486,Illumina,ERS608486,ERP008729,Stool sample from controls,ERR688407
ERR688408,31582,WGS,85,70948206,PRJEB7774,SAMEA3136716,70375838,BGI,2013,public,"fastq,sra","ena,ncbi,s3,gs","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633409,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021949-17,SINGLE,other,METAGENOMIC,70,67,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608567,SAMEA3136716,ERS608567,Illumina,ERS608567,ERP008729,Stool sample from advanced adenoma,ERR688408
ERR688409,31600,WGS,77,102132354,PRJEB7774,SAMEA3136625,111272153,BGI,2013,public,"sra,fastq","ncbi,gs,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633410,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022086-32,SINGLE,other,METAGENOMIC,102,106,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608476,SAMEA3136625,ERS608476,Illumina,ERS608476,ERP008729,Stool sample from controls,ERR688409
ERR688410,31637,WGS,89,100228677,PRJEB7774,SAMEA3136679,97290281,BGI,2013,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633411,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022082-24,SINGLE,other,METAGENOMIC,100,92,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608530,SAMEA3136679,ERS608530,Illumina,ERS608530,ERP008729,Stool sample from controls,ERR688410
ERR688411,31685,WGS,81,66604788,PRJEB7774,SAMEA3136756,71716866,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633412,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021691-140,SINGLE,other,METAGENOMIC,66,68,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608607,SAMEA3136756,ERS608607,Illumina,ERS608607,ERP008729,Stool sample from carcinoma,ERR688411
ERR688412,31700,WGS,89,86729404,PRJEB7774,SAMEA3136632,82127399,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633413,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021963-47,SINGLE,other,METAGENOMIC,86,78,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608483,SAMEA3136632,ERS608483,Illumina,ERS608483,ERP008729,Stool sample from controls,ERR688412
ERR688413,31705,WGS,81,115926793,PRJEB7774,SAMEA3136722,119778442,BGI,2013,public,"sra,fastq","ncbi,ena,gs,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633414,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021926-45,SINGLE,other,METAGENOMIC,115,114,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608573,SAMEA3136722,ERS608573,Illumina,ERS608573,ERP008729,Stool sample from advanced adenoma,ERR688413
ERR688414,31711,WGS,93,170770010,PRJEB7774,SAMEA3136677,154821082,BGI,2013,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633415,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022063-23,SINGLE,other,METAGENOMIC,170,147,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608528,SAMEA3136677,ERS608528,Illumina,ERS608528,ERP008729,Stool sample from controls,ERR688414
ERR688415,31714,WGS,88,90831065,PRJEB7774,SAMEA3136633,89309176,BGI,2013,public,"fastq,sra","s3,ena,gs,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633416,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021964-62,SINGLE,other,METAGENOMIC,90,85,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608484,SAMEA3136633,ERS608484,Illumina,ERS608484,ERP008729,Stool sample from controls,ERR688415
ERR688416,31723,WGS,90,80579918,PRJEB7774,SAMEA3136646,75883692,BGI,2013,public,"fastq,sra","ena,s3,gs,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633417,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022051-113,SINGLE,other,METAGENOMIC,80,72,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608497,SAMEA3136646,ERS608497,Illumina,ERS608497,ERP008729,Stool sample from controls,ERR688416
ERR688417,31749,WGS,87,110983666,PRJEB7774,SAMEA3136652,108520168,BGI,2013,public,"sra,fastq","gs,ncbi,ena,s3","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633418,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022057-158,SINGLE,other,METAGENOMIC,110,103,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608503,SAMEA3136652,ERS608503,Illumina,ERS608503,ERP008729,Stool sample from controls,ERR688417
ERR688418,31750,WGS,88,116077600,PRJEB7774,SAMEA3136658,113568099,BGI,2013,public,"fastq,sra","ncbi,ena,gs,s3","s3.us-east-1,gs.US,ncbi.public,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633419,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022062-21,SINGLE,other,METAGENOMIC,116,108,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608509,SAMEA3136658,ERS608509,Illumina,ERS608509,ERP008729,Stool sample from controls,ERR688418
ERR688419,31766,WGS,90,46324859,PRJEB7774,SAMEA3136623,44384266,BGI,2013,public,"fastq,sra","s3,ena,gs,ncbi","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633420,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021955-26,SINGLE,other,METAGENOMIC,46,42,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608474,SAMEA3136623,ERS608474,Illumina,ERS608474,ERP008729,Stool sample from controls,ERR688419
ERR688420,31884,WGS,80,73672004,PRJEB7774,SAMEA3136753,79741624,BGI,2013,public,"fastq,sra","s3,gs,ncbi,ena","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633421,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021655-129,SINGLE,other,METAGENOMIC,73,76,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608604,SAMEA3136753,ERS608604,Illumina,ERS608604,ERP008729,Stool sample from carcinoma,ERR688420
ERR688421,31865,WGS,82,52420039,PRJEB7774,SAMEA3136737,52544385,BGI,2013,public,"fastq,sra","s3,ena,gs,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633422,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021667-39,SINGLE,other,METAGENOMIC,52,50,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608588,SAMEA3136737,ERS608588,Illumina,ERS608588,ERP008729,Stool sample from carcinoma,ERR688421
ERR688422,31866,WGS,80,109586736,PRJEB7774,SAMEA3136726,115571014,BGI,2013,public,"sra,fastq","ncbi,ena,gs,s3","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633423,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021631-20,SINGLE,other,METAGENOMIC,109,110,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608577,SAMEA3136726,ERS608577,Illumina,ERS608577,ERP008729,Stool sample from carcinoma,ERR688422
ERR688423,31868,WGS,84,80300350,PRJEB7774,SAMEA3136734,82471937,BGI,2013,public,"fastq,sra","ena,ncbi,s3,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633424,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021666-33,SINGLE,other,METAGENOMIC,80,78,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608585,SAMEA3136734,ERS608585,Illumina,ERS608585,ERP008729,Stool sample from carcinoma,ERR688423
